"","SHIP_ID","ship_type","SHIPNAME","port","FLAG","position"
"953",351699,"Tug","MUDYUG","St. Petersburg","RU","59.9334 30.28848 59.90029 30.22003 5316.88661969054"
"954",352123,"Fishing","KRISTINA","Gdynia","LV","54.79707 18.4221 54.79743 18.43549 862.128744646605"
"955",352167,"Fishing","NAUTILUS","Gdynia","LV","54.79576 18.42532 54.79718 18.43477 628.021090464206"
"956",352184,"Fishing","VITAS","Gdynia","LV","54.79619 18.42685 54.79846 18.43364 504.548127539808"
"957",352203,"Fishing","RONDO","Gdynia","LV","54.79611 18.42903 54.79936 18.46053 2057.99318771362"
"958",352224,"Fishing","AGNESE","Gdańsk","LV","54.61623 18.89098 54.60652 18.88237 1215.63874133233"
"959",352224,"Fishing","AGNESE","Gdynia","LV","54.61623 18.89098 54.60652 18.88237 1215.63874133233"
"960",352321,"Cargo","LIVA GRETA","Gdańsk","LV","54.67803 18.99798 55.66075 20.80509 158830.05164208"
"961",352321,"Cargo","LIVA GRETA","Gdynia","LV","54.67803 18.99798 55.66075 20.80509 158830.05164208"
"962",352321,"Cargo","LIVA GRETA","Klaipeda","LV","54.67803 18.99798 55.66075 20.80509 158830.05164208"
"963",352344,"Tanker","GRUMANT","Klaipeda","LT","55.67815 21.14064 55.69118 21.13123 1566.80817528242"
"964",352381,"Fishing","ALBATROSS","St. Petersburg","RU","59.86836 30.21739 59.86845 30.21742 10.1667779397852"
"965",352391,"Fishing","FENIKSS","Gdynia","LV","54.78333 18.4 54.79632 18.41446 1719.38477634032"
"966",352402,"Fishing","JURMALA","Gdynia","LV","54.7968 18.43028 54.7968 18.42252 499.100936076992"
"967",352437,"Cargo","RIX STAR","Gdańsk","LV","54.61718 18.89862 54.59549 18.87928 2718.71352244907"
"968",352437,"Cargo","RIX STAR","Gdynia","LV","54.61718 18.89862 54.59549 18.87928 2718.71352244907"
"969",352928,"Tug","VEGA","Gdańsk","PL","54.37885 18.65687 54.39832 18.68082 2667.90576686933"
"970",352928,"Tug","VEGA","Gdynia","PL","54.37885 18.65687 54.39832 18.68082 2667.90576686933"
"971",353098,"Fishing","MIKADON","Gdynia","LT","54.7972 18.42006 54.79665 18.42989 635.193095085311"
"972",353182,"Tug","SMILTE PILOT","Klaipeda","LT","55.71221 21.11378 55.72912 21.03585 5246.70631563356"
"973",353212,"Tug","LTU SAR SHIP SAKIAI","Klaipeda","LT","55.71511 21.11155 55.72447 21.09727 1375.25692523276"
"974",353260,"Tug","TAK-4","Klaipeda","LT","55.9986 20.86596 55.99269 20.96819 6412.97890650511"
"975",353278,"Fishing","DARIUS","Klaipeda","LT","55.62143 20.80016 55.87436 20.80899 28165.9863151084"
"976",353285,"Fishing","LBB-1010","Klaipeda","LT","55.77594 20.80774 55.68113 20.80552 10556.771548017"
"977",353287,"Fishing","694","Klaipeda","LT","55.77372 20.80183 55.7479 20.80184 2874.73363995144"
"978",353293,"Fishing","100","Klaipeda","LT","55.78035 20.80773 55.7599 20.80213 2303.8227772267"
"979",353296,"Fishing","LBB 1113","Klaipeda","LT","55.71549 21.10774 55.72502 21.09095 1496.36259298622"
"980",353297,"Fishing","LBB 1107","Klaipeda","LT","55.75286 20.87562 55.75541 20.85447 1357.98216943767"
"981",353299,"Fishing","LBB 1032","Klaipeda","LT","55.75491 20.80759 55.73877 20.80297 1820.2543201371"
"982",353302,"Fishing","LBB 1094","Klaipeda","LT","55.76964 20.80727 55.71531 20.80318 6054.39879641983"
"983",353303,"Fishing","LBB 1044","Klaipeda","LT","55.7087 21.11383 55.72517 21.08895 2409.88385161022"
"984",353305,"Fishing","LBB 1066","Klaipeda","LT","55.77367 20.80852 55.71296 20.80702 6759.93514718396"
"985",353306,"Fishing","169","Klaipeda","LT","55.72095 21.10062 55.70719 21.11483 1773.32763709697"
"986",353310,"Fishing","652","Klaipeda","LT","55.77225 20.80305 55.75827 20.80489 1560.77829262251"
"987",353313,"Fishing","LBB-6931","Klaipeda","LT","55.67897 21.14639 55.67906 21.1461 20.8142606570019"
"988",353315,"Fishing","756","Klaipeda","LT","55.70136 21.11934 55.73271 21.0479 5686.97550349296"
"989",353330,"Fishing","ATLANT","Klaipeda","LT","55.77094 20.80019 55.70748 20.80876 7085.92737794473"
"990",353342,"Tug","PILOT DANGE","Klaipeda","LT","55.69197 21.12992 55.72799 21.07304 5372.76006237006"
"991",353350,"Passenger","PATRIA SEAWAYS","Klaipeda","LT","55.73167 20.9469 55.72917 21.03533 5562.70441355496"
"992",353357,"Tug","TAK-9","Klaipeda","LT","55.70503 21.13632 55.70056 21.12593 821.209225606406"
"993",353365,"Tug","MINGE","Klaipeda","LT","55.72835 21.06114 55.71274 21.11336 3713.43056584993"
"994",353411,"Passenger","OPTIMA SEAWAYS","Klaipeda","LT","55.73363 20.9275 55.73611 20.84492 5194.95499820829"
"995",353451,"Pleasure","BRABANDER","Klaipeda","LT","55.70465 21.12301 55.70467 21.12292 6.08049162421859"
"996",353471,"Tug","KLASCO1","Klaipeda","LT","55.68169 21.13725 55.64559 21.16181 4306.1756400678"
"997",353499,"Cargo","BOTNIA SEAWAYS","Klaipeda","LT","55.73257 20.92661 55.73097 20.88806 2428.41591199504"
"998",353525,"Passenger","VICTORIA SEAWAYS","Klaipeda","LT","55.70087 20.92319 55.691 20.87836 3025.59976916917"
"999",353534,"Tug","TAK-6","Klaipeda","LT","55.72177 21.10307 55.6871 21.13388 4318.76184080608"
"1000",353536,"Tug","KLASCO2","Klaipeda","LT","55.70633 21.11933 55.6798 21.1373 3162.54553933923"
"1001",353542,"Tug","MUSHA","Klaipeda","LT","55.69953 21.1211 55.69104 21.12764 1030.83340196228"
"1002",353563,"Tug","SOLL TENGIZ","Klaipeda","LT","55.70755 21.11705 55.72589 21.09205 2576.45372481519"
"1003",353576,"Tug","JURINIS","Klaipeda","LT","55.66536 21.14813 55.66532 21.14814 4.49767288457307"
"1004",353587,"Tug","VEJUNAS","Klaipeda","LT","55.66246 21.15282 55.66245 21.15283 1.27892562544325"
"1005",353594,"Passenger","REGINA SEAWAYS","Klaipeda","LT","55.72519 21.09108 55.72449 21.02488 4160.42933881329"
"1006",353626,"Tug","PELICAN","Klaipeda","LT","55.65639 21.15453 55.65722 21.15726 195.109814341344"
"1007",353637,"Tug","LOTAS","Klaipeda","LT","55.67081 21.14397 55.71148 21.11581 4862.04667582143"
"1008",353649,"Tug","NZ55","Klaipeda","LT","55.70774 20.80053 55.62598 20.80734 9112.89355379775"
"1009",353650,"Passenger","ATHENA SEAWAYS","Klaipeda","LT","55.73215 21.00029 55.73615 20.95727 2738.98154110812"
"1010",359267,"Cargo","HELGA","Klaipeda","AG","55.72045 21.10403 55.7266 21.08808 1213.82165010299"
"1011",359306,"Cargo","ADELE","Klaipeda","AG","55.72617 21.08768 55.7167 21.10772 1642.43248961695"
"1012",359354,"Cargo","FORSETI","Klaipeda","AG","55.71317 21.11337 55.72543 21.09268 1885.1619040146"
"1013",359376,"Cargo","MISTRAL","Klaipeda","AG","55.68801 21.13291 55.70358 21.12029 1906.51438256029"
"1014",359396,"Cargo","DORNUM","Gdynia","AG","54.6854 18.9296 54.69305 18.91599 1222.91076724181"
"1015",359396,"Cargo","DORNUM","Gdańsk","AG","54.6854 18.9296 54.69305 18.91599 1222.91076724181"
"1016",359410,"Cargo","VITA","Klaipeda","AG","55.72998 21.06494 55.73095 21.04599 1195.44672505446"
"1017",359605,"Cargo","WIEBKE D","Gdynia","AG","54.69908 18.86269 54.69349 18.87828 1182.21146608843"
"1018",359605,"Cargo","WIEBKE D","Gdańsk","AG","54.69908 18.86269 54.69349 18.87828 1182.21146608843"
"1019",359922,"Cargo","OSTEREMS","St. Petersburg","LV","59.9116 30.05038 59.90803 30.06803 1064.63509224992"
"1020",360043,"Cargo","PAULINE RUSS","St. Petersburg","PT","59.913 30.0425 59.9175 30.02117 1294.30005824851"
"1021",360219,"Tanker","MOZART","gothenborg","LU","57.98956 11.74726 57.99975 11.75925 1338.25173636859"
"1022",360595,"Cargo","LISA","Gdańsk","AG","54.55636 18.82552 54.54704 18.81022 1434.01961324607"
"1023",360595,"Cargo","LISA","Gdynia","AG","54.55636 18.82552 54.54704 18.81022 1434.01961324607"
"1024",361457,"Cargo","LISA D","Gdynia","AG","54.7411 18.74127 54.73518 18.7587 1301.79805931049"
"1025",361457,"Cargo","LISA D","Gdańsk","AG","54.7411 18.74127 54.73518 18.7587 1301.79805931049"
"1026",361900,"Cargo","MARNE","Gdańsk","AG","54.38641 18.67165 54.38618 18.67183 28.1461189755755"
"1027",362070,"Cargo","MITO STRAIT","gothenborg","AG","57.67717 11.75267 57.67783 11.71817 2059.70484074064"
"1028",362313,"Cargo","BEKAU","Klaipeda","AG","55.71568 21.1116 55.72531 21.0928 1595.41355133553"
"1029",362322,"Cargo","ASKOE","Gdańsk","LR","54.54969 18.81589 54.52776 18.78247 3261.65121317427"
"1030",362322,"Cargo","ASKOE","Gdynia","LR","54.54969 18.81589 54.52776 18.78247 3261.65121317427"
"1031",362369,"Cargo","BALDER","Klaipeda","AG","55.66048 21.14977 55.67568 21.14048 1790.42845323939"
"1032",362411,"Cargo","WILSON HOLLA","Gdańsk","AG","54.69785 18.95473 54.68437 18.94872 1549.80362099124"
"1033",362411,"Cargo","WILSON HOLLA","Gdynia","AG","54.69785 18.95473 54.68437 18.94872 1549.80362099124"
"1034",362546,"Cargo","BRIGGA","Klaipeda","AG","55.72816 21.07761 55.72371 21.09603 1258.98046016731"
"1035",362551,"Cargo","FRIGGA","Klaipeda","AG","55.7151 21.10993 55.72581 21.09032 1714.79344918539"
"1036",362817,"Cargo","JSP ROVER","Gdańsk","AG","54.60287 18.88745 54.58729 18.87202 2000.6285806808"
"1037",362817,"Cargo","JSP ROVER","Gdynia","AG","54.60287 18.88745 54.58729 18.87202 2000.6285806808"
"1038",362969,"Cargo","MARIS","Gdańsk","AG","54.73133 18.7965 54.54233 18.5095 28036.7722364615"
"1039",362969,"Cargo","MARIS","Gdynia","AG","54.73133 18.7965 54.54233 18.5095 28036.7722364615"
"1040",363336,"Cargo","FRANCISCA","Gdynia","AG","54.54143 18.52991 54.54131 18.52987 13.6063702795955"
"1041",363434,"Cargo","BF VICTORIA","Klaipeda","AG","55.73117 20.83533 55.731 20.8115 1497.24679345714"
"1042",363818,"Cargo","LYRA","Klaipeda","PT","55.66217 21.14783 55.67367 21.14067 1357.32290146065"
"1043",364158,"Cargo","BELIZIA","Gdańsk","AG","54.382 18.655 54.38212 18.65497 13.4989254185028"
"1044",364187,"Cargo","TRAVEBERG","Klaipeda","AG","55.6643 21.14626 55.68792 21.13279 2762.92843631587"
"1045",364258,"Cargo","RMS RAHM","Gdańsk","AG","54.44592 18.64606 54.40318 18.67552 5127.40244657541"
"1046",364258,"Cargo","RMS RAHM","Gdynia","AG","54.44592 18.64606 54.40318 18.67552 5127.40244657541"
"1047",364394,"Cargo","BOREAS","St. Petersburg","AG","59.9026 30.09501 59.91052 30.05665 2320.80476795047"
"1048",364500,"Cargo","CEMISLE","Klaipeda","AG","55.65001 21.15734 55.64794 21.16266 406.562563768816"
"1049",364576,"Cargo","ICE RUNNER","gothenborg","AG","57.64557 11.70243 57.63196 11.68386 1878.22106722547"
"1050",364663,"Cargo","FEHN POLLUX","St. Petersburg","AG","59.91251 30.04595 59.90938 30.0614 932.113146633588"
"1051",364743,"Cargo","CHRISTOPHER","St. Petersburg","AG","59.89513 30.1313 59.89845 30.11499 985.0162148761"
"1052",364937,"Cargo","BOMAR MOON","Klaipeda","AG","55.70339 21.12785 55.7036 21.1275 32.1068029472565"
"1053",364937,"Cargo","NBAAR MOON","Klaipeda","AG","55.70339 21.12785 55.7036 21.1275 32.1068029472565"
"1054",365383,"Cargo","WILSON VOLOS","Gdańsk","AG","54.6076 18.91041 54.63191 18.92982 2982.47014834831"
"1055",365383,"Cargo","WILSON VOLOS","Gdynia","AG","54.6076 18.91041 54.63191 18.92982 2982.47014834831"
"1056",365478,"Cargo","FEHN LIGHT","Kalingrad","AG","54.68486 20.17102 54.68565 20.22589 3539.88329526172"
"1057",365485,"Cargo","ALEXANDER B","Gdańsk","AG","54.68479 18.95132 54.66798 18.93716 2082.29055648038"
"1058",365485,"Cargo","ALEXANDER B","Gdynia","AG","54.68479 18.95132 54.66798 18.93716 2082.29055648038"
"1059",365512,"Tug","FAIRPLAY-26","Gdynia","PL","54.53364 18.59477 54.53596 18.56898 1689.30496714805"
"1060",365512,"Tug","FAIRPLAY-26","Gdańsk","PL","54.53364 18.59477 54.53596 18.56898 1689.30496714805"
"1061",365628,"Cargo","NBP CARRIER","Kalingrad","AG","54.63794 19.88478 54.65233 19.85667 2420.56258754593"
"1062",365762,"Cargo","ANETTA","Klaipeda","AG","55.73262 20.98763 55.7312 21.01329 1619.7974494774"
"1063",365934,"Cargo","WES AMELIE","St. Petersburg","AG","59.91872 30.0146 59.91361 30.03984 1522.40826135353"
"1064",366006,"Cargo","WES JANINE","Gdańsk","CY","54.45587 18.99905 54.77571 18.98727 35611.581783417"
"1065",366006,"Cargo","WES JANINE","Gdynia","CY","54.45587 18.99905 54.77571 18.98727 35611.581783417"
"1066",366516,"Cargo","VIDFOSS","St. Petersburg","AG","59.90969 30.05993 59.9142 30.03802 1324.80821568087"
"1067",366621,"Cargo","SCA TUNADAL","St. Petersburg","MT","59.90543 30.08021 59.909 30.06243 1071.45777056914"
"1068",366725,"Cargo","CONMAR AVENUE","St. Petersburg","AG","59.9152 30.03259 59.91145 30.05126 1124.96660558963"
"1069",366974,"Cargo","VENTURA","Gdynia","AG","55.19872 19.96576 55.63885 20.80759 72407.1778235545"
"1070",366974,"Cargo","VENTURA","Gdańsk","AG","55.19872 19.96576 55.63885 20.80759 72407.1778235545"
"1071",366974,"Cargo","VENTURA","Kalingrad","AG","55.19872 19.96576 55.63885 20.80759 72407.1778235545"
"1072",366974,"Cargo","VENTURA","Klaipeda","AG","55.19872 19.96576 55.63885 20.80759 72407.1778235545"
"1073",368866,"Cargo","HOOD ISLAND","St. Petersburg","BS","59.90839 30.06607 59.90368 30.08942 1408.05557064469"
"1074",369043,"Cargo","AUTUMN WAVE","St. Petersburg","BS","59.91349 30.04114 59.91713 30.02283 1101.66526612442"
"1075",369206,"Cargo","DANUBE HIGHWAY","St. Petersburg","BS","59.91788 30.01961 59.92139 30.00262 1027.65208875752"
"1076",369217,"Tanker","DAVINO D","Klaipeda","BS","55.74908 20.8235 55.75215 20.8424 1235.04591055011"
"1077",370097,"Cargo","FRI OCEAN","Gdynia","BS","54.74643 18.75352 54.7537 18.73457 1464.19708492926"
"1078",370097,"Cargo","FRI OCEAN","Gdańsk","BS","54.74643 18.75352 54.7537 18.73457 1464.19708492926"
"1079",370244,"Cargo","NORDIC ACE","gothenborg","BS","57.67709 11.73576 57.67521 11.70776 1683.71125283814"
"1080",370329,"Cargo","MINERVA","gothenborg","BS","57.69083 11.90092 57.69861 11.9183 1350.93757047087"
"1081",370338,"Cargo","JOMI","gothenborg","BS","57.92633 11.655 57.93277 11.67727 1501.82554079484"
"1082",370709,"Cargo","BALTICA HAV","Gdańsk","BS","54.57626 18.85364 54.56953 18.84389 979.1982216428"
"1083",370709,"Cargo","BALTICA HAV","Gdynia","BS","54.57626 18.85364 54.56953 18.84389 979.1982216428"
"1084",370837,"Cargo","VALENCIA EXPRESS","St. Petersburg","BM","59.89643 30.12481 59.89277 30.14283 1088.01265778478"
"1085",371109,"Cargo","MILAN EXPRESS","St. Petersburg","BM","59.92189 30.00013 54.799 18.99783 872097.316772458"
"1086",371109,"Cargo","MILAN EXPRESS","Gdańsk","BM","59.92189 30.00013 54.799 18.99783 872097.316772458"
"1087",371109,"Cargo","MILAN EXPRESS","Gdynia","BM","59.92189 30.00013 54.799 18.99783 872097.316772458"
"1088",372040,"Cargo","BBS SKY","gothenborg","BS","57.94067 11.69033 57.93184 11.67667 1273.56639911544"
"1089",373303,"Cargo","JUNO","Gdańsk","BS","54.52653 18.80179 54.53614 18.81624 1421.06462097474"
"1090",373303,"Cargo","JUNO","Gdynia","BS","54.52653 18.80179 54.53614 18.81624 1421.06462097474"
"1091",373510,"Cargo","GREEN MALOY","Gdańsk","BS","54.67597 18.97043 54.70317 18.98531 3176.25812354547"
"1092",373510,"Cargo","GREEN MALOY","Gdynia","BS","54.67597 18.97043 54.70317 18.98531 3176.25812354547"
"1093",373778,"Passenger","STENA SPIRIT","Gdańsk","BS","54.79627 18.90587 54.79433 18.69187 13766.0643689746"
"1094",373778,"Passenger","STENA SPIRIT","Gdynia","BS","54.79627 18.90587 54.79433 18.69187 13766.0643689746"
"1095",374258,"Cargo","DURBAN STAR","St. Petersburg","BS","59.91245 30.04652 59.9155 30.03153 904.840972249672"
"1096",374739,"Cargo","ROZTOCZE","St. Petersburg","BS","59.91028 30.05664 59.91451 30.03557 1269.52484903027"
"1097",375114,"Tanker","GRENA KNUTSEN","gothenborg","BS","57.62233 11.67633 57.61483 11.6675 988.000794096056"
"1098",375160,"Tanker","GAS GALAXY","gothenborg","BS","57.94217 11.689 57.933 11.6755 1297.14770844155"
"1099",375298,"Cargo","ANDALUCIA STAR","gothenborg","BS","57.9162 11.63816 57.93881 11.68675 3824.9804947161"
"1100",375318,"Cargo","AVELONA STAR","St. Petersburg","BS","59.91896 30.01413 59.9152 30.03243 1106.08829837162"
"1101",375446,"Cargo","ICELAND CEMENT","gothenborg","BS","57.69333 11.90667 57.68828 11.89038 1122.61405523214"
"1102",376082,"Passenger","M/F WAWEL","Gdańsk","BS","54.79173 18.93382 54.79806 18.87984 3542.78623916422"
"1103",376082,"Passenger","M/F WAWEL","Gdynia","BS","54.79173 18.93382 54.79806 18.87984 3542.78623916422"
"1104",376153,"Cargo","FRI STREAM","Klaipeda","BS","55.73333 20.90433 55.73383 20.8565 3005.25856536657"
"1105",376495,"Cargo","MIKHAIL DUDIN","St. Petersburg","BZ","59.91255 30.04623 59.90845 30.06624 1209.17092987983"
"1106",377745,"Tanker","ZAPADNYY","Klaipeda","BZ","55.66176 21.14853 55.67601 21.14052 1664.6742537869"
"1107",377957,"Cargo","AGOT","Klaipeda","VC","55.7237 21.09678 55.71589 21.10918 1167.62303648736"
"1108",388399,"Cargo","GREEN ATLANTIC","Klaipeda","DM","55.72941 20.89913 55.72839 20.93926 2523.87673684523"
"1109",402693,"Cargo","GALAN","Klaipeda","KN","55.72813 21.07358 55.72822 21.05804 976.429366618498"
"1110",402701,"Cargo","WINTER BAY","Klaipeda","KN","55.73163 20.98156 55.73263 20.95861 1446.09473657448"
"1111",402734,"Cargo","GRAND","Klaipeda","KN","55.71623 21.1096 55.72425 21.09582 1243.87138038755"
"1112",402746,"Tanker","ASTERDEA","Gdańsk","KN","54.72745 18.99779 54.75035 18.99927 2550.98023476434"
"1113",402746,"Tanker","ASTERDEA","Gdynia","KN","54.72745 18.99779 54.75035 18.99927 2550.98023476434"
"1114",403087,"Cargo","AMATHUS","Klaipeda","KN","55.7091 21.12082 55.70917 21.1208 7.89430891163602"
"1115",403149,"Tug","POSEIDON I","Klaipeda","KN","55.70381 21.12285 55.63623 20.80125 21589.6313872054"
"1116",406999,"Cargo","SEASTAR ENDURANCE","Gdańsk","PA","54.61761 18.89918 54.59955 18.88429 2228.7404702388"
"1117",406999,"Cargo","SEASTAR ENDURANCE","Gdynia","PA","54.61761 18.89918 54.59955 18.88429 2228.7404702388"
"1118",406999,"Cargo","ZBASTAR ENDURANCE","Gdynia","PA","54.61761 18.89918 54.59955 18.88429 2228.7404702388"
"1119",411868,"Cargo","PACIFIC CALM","Klaipeda","PA","55.72888 21.04194 55.72864 21.05701 947.210674094696"
"1120",412843,"Cargo","MSC MATILDE","Gdańsk","PA","54.65747 18.95536 55.74283 20.81294 169075.820732608"
"1121",412843,"Cargo","MSC MATILDE","Gdynia","PA","54.65747 18.95536 55.74283 20.81294 169075.820732608"
"1122",412843,"Cargo","MSC MATILDE","Klaipeda","PA","54.65747 18.95536 55.74283 20.81294 169075.820732608"
"1123",415711,"Cargo","ATROTOS HERACLES","Gdynia","PA","54.61001 18.91085 54.62413 18.92408 1789.13600123306"
"1124",415711,"Cargo","ATROTOS HERACLES","Gdańsk","PA","54.61001 18.91085 54.62413 18.92408 1789.13600123306"
"1125",416514,"Cargo","MSC SANTHYA","St. Petersburg","PA","59.91933 30.01209 59.91667 30.02511 786.298386614404"
"1126",418044,"Cargo","MSC SABRINA","St. Petersburg","PA","59.88975 30.15704 59.89602 30.1267 1836.48242502768"
"1127",418949,"Cargo","SEROJA EMPAT","gothenborg","PA","57.60493 11.65567 57.60117 11.60028 3337.90681049586"
"1128",420706,"Cargo","NIKOLAS","St. Petersburg","PA","59.92066 30.00638 59.91663 30.02644 1208.58837421825"
"1129",420754,"Cargo","NEWYORKER","gothenborg","PA","57.60207 11.62982 57.60668 11.6594 1841.42233661699"
"1130",421615,"Cargo","SILVER FJORD","Klaipeda","PA","55.72566 20.80205 55.15951 20.15566 75141.4325390038"
"1131",421615,"Cargo","SILVER FJORD","Kalingrad","PA","55.72566 20.80205 55.15951 20.15566 75141.4325390038"
"1132",421615,"Cargo","SILVER FJORD","Gdańsk","PA","55.72566 20.80205 55.15951 20.15566 75141.4325390038"
"1133",421615,"Cargo","SILVER FJORD","Gdynia","PA","55.72566 20.80205 55.15951 20.15566 75141.4325390038"
"1134",458566,"Cargo","LILY-B","Gdańsk","DE","54.76496 18.98556 54.76741 18.95644 1894.06846626862"
"1135",458566,"Cargo","LILY-B","Gdynia","DE","54.76496 18.98556 54.76741 18.95644 1894.06846626862"
"1136",459517,"Cargo","OCEAN RAINBOW","Klaipeda","PA","55.72824 21.05654 55.7255 21.09081 2174.75791804685"
"1137",461034,"Cargo","BLUE CHIP","Klaipeda","PA","55.73701 20.85337 55.73779 20.82914 1524.48707912883"
"1138",461192,"Cargo","KOZNITZA","Kalingrad","MT","54.63397 19.93747 54.6377 19.98747 3255.2100871109"
"1139",461454,"Cargo","ROBIN WIND","Gdynia","PA","54.7093 18.99832 54.776 18.98992 7444.64495318681"
"1140",461454,"Cargo","ROBIN WIND","Gdańsk","PA","54.7093 18.99832 54.776 18.98992 7444.64495318681"
"1141",461962,"Cargo","CITY OF ROTTERDAM","St. Petersburg","PA","59.90517 30.08229 59.91029 30.05716 1517.45167834927"
"1142",463311,"Cargo","ALMENDRO","St. Petersburg","CL","59.90667 30.0754 59.91003 30.05895 993.657099134178"
"1143",465205,"Cargo","SANTA URSULA","Gdynia","PA","54.72224 18.99694 54.76309 18.99629 4547.56498472631"
"1144",465205,"Cargo","SANTA URSULA","Gdańsk","PA","54.72224 18.99694 54.76309 18.99629 4547.56498472631"
"1145",465931,"Cargo","OCEAN VOYAGER","Gdynia","PA","54.74373 18.99928 54.76856 18.99601 2772.05756740761"
"1146",465931,"Cargo","OCEAN VOYAGER","Gdańsk","PA","54.74373 18.99928 54.76856 18.99601 2772.05756740761"
"1147",466414,"Tug","GRANIT","Gdańsk","VC","54.35615 18.67468 54.35593 18.67478 25.3369070343016"
"1148",466553,"Tug","APHRODITE I","Gdynia","VC","54.79731 18.44141 54.79682 18.43566 373.822118354748"
"1149",467633,"Tug","BAZALT","Gdańsk","VC","54.79522 18.93036 54.79854 18.44975 30913.5440520797"
"1150",467633,"Tug","BAZALT","Gdynia","VC","54.79522 18.93036 54.79854 18.44975 30913.5440520797"
"1151",467978,"Cargo","LARGONA","Klaipeda","VC","55.65171 21.15729 55.6684 21.14289 2067.43897288509"
"1152",468082,"Cargo","BALTIC PRIME","St. Petersburg","VC","59.91137 30.23448 59.90623 30.22779 684.14294204381"
"1153",468665,"Tug","SERVAL","Klaipeda","VC","55.63261 20.80253 54.73668 18.99782 152188.65281254"
"1154",468665,"Tug","SERVAL","Gdańsk","VC","55.63261 20.80253 54.73668 18.99782 152188.65281254"
"1155",468665,"Tug","SERVAL","Gdynia","VC","55.63261 20.80253 54.73668 18.99782 152188.65281254"
"1156",468812,"Cargo","SAN REMO","Klaipeda","VC","55.70337 21.11962 55.7276 21.08277 3555.49376132324"
"1157",469377,"Cargo","RUBYN","Klaipeda","VC","55.71498 21.11143 55.72585 21.09099 1764.82195656913"
"1158",469525,"Cargo","NINA 1","Gdańsk","VC","54.53569 18.56993 54.53049 18.53539 2309.65935841748"
"1159",469525,"Cargo","NINA 1","Gdynia","VC","54.53569 18.56993 54.53049 18.53539 2309.65935841748"
"1160",547677,"Cargo","KNOSSOS","St. Petersburg","MT","59.89617 30.21417 59.89115 30.20763 668.450336633833"
"1161",674633,"Cargo","ASIAN VISION","gothenborg","KR","57.9181 11.60256 57.91386 11.62603 1469.06714170899"
"1162",685288,"Cargo","GENCO RELIANCE","Klaipeda","HK","55.71255 20.84023 55.7138 20.84608 393.152732253456"
"1163",686278,"Cargo","MAERSK NIAMEY","St. Petersburg","HK","59.91205 30.04847 59.92105 30.0033 2718.50654053358"
"1164",687226,"Cargo","VICTORIA","Gdańsk","LR","54.37491 18.65989 54.37488 18.65932 37.1917631313165"
"1165",687849,"Cargo","AFRICAN CENDANA","Klaipeda","HK","55.73175 20.84616 55.73155 20.86157 968.380106916043"
"1166",687940,"Tanker","JOAN","Gdańsk","HK","54.71097 18.99803 54.7712 18.98928 6728.37067573113"
"1167",687940,"Tanker","JOAN","Gdynia","HK","54.71097 18.99803 54.7712 18.98928 6728.37067573113"
"1168",689205,"Cargo","SCHUYLER TRADER","Gdynia","HK","54.77647 18.9374 54.78593 18.92086 1497.17600856626"
"1169",689205,"Cargo","SCHUYLER TRADER","Gdańsk","HK","54.77647 18.9374 54.78593 18.92086 1497.17600856626"
"1170",689765,"Cargo","PORT ALFRED","St. Petersburg","HK","59.89608 30.22709 59.89599 30.22679 19.5583119250004"
"1171",691174,"Cargo","HEINA","Gdańsk","NO","54.72828 18.9864 54.6917 18.99523 4111.60007093466"
"1172",691174,"Cargo","HEINA","Gdynia","NO","54.72828 18.9864 54.6917 18.99523 4111.60007093466"
"1173",698727,"Cargo","FJORDVIK","Gdynia","BS","54.53645 18.51995 54.53627 18.5201 22.2652931235228"
"1174",711847,"Cargo","LORD BYRON","Gdynia","MH","54.53497 18.52835 54.53465 18.52815 37.900543702949"
"1175",712156,"Tanker","UZAVA","Klaipeda","MH","55.82467 20.82783 55.81517 20.83683 1198.75818271779"
"1176",712201,"Cargo","GENCO THUNDER","Gdynia","MH","54.57504 18.88104 54.58765 18.89527 1678.36946710499"
"1177",712201,"Cargo","GENCO THUNDER","Gdańsk","MH","54.57504 18.88104 54.58765 18.89527 1678.36946710499"
"1178",712443,"Tanker","SONGA SAPPHIRE","Gdańsk","MH","54.74522 18.99899 54.51141 18.99715 26027.221648107"
"1179",712443,"Tanker","SONGA SAPPHIRE","Gdynia","MH","54.74522 18.99899 54.51141 18.99715 26027.221648107"
"1180",712924,"Tanker","NAVIG8 STRENGTH","Klaipeda","MH","55.73403 20.87363 55.73472 20.84857 1576.14319443613"
"1181",713084,"Tanker","NAVIG8 UNIVERSE","Klaipeda","MH","55.73515 20.88543 55.73533 20.86695 1161.06140664842"
"1182",713818,"Cargo","FEDERAL SATSUKI","gothenborg","MH","57.60059 11.69063 57.60081 11.69005 42.4604376621991"
"1183",713900,"Cargo","ICE RIVER","St. Petersburg","MH","59.86879 30.22008 59.86925 30.21973 54.8713223989415"
"1184",714454,"Cargo","KYMOPOLIA","Gdańsk","MH","54.4211 18.846 54.42725 18.89543 3280.59009128166"
"1185",714454,"Cargo","KYMOPOLIA","Gdynia","MH","54.4211 18.846 54.42725 18.89543 3280.59009128166"
"1186",714523,"Cargo","BOMAR VALOUR","St. Petersburg","MH","59.90634 30.07622 59.90339 30.09083 881.164763203879"
